result,target,diff,SE
0.14538434147834778,0.14667084813117981,-0.00128650665283203,0.00000165509936778
0.36491477489471436,0.36946451663970947,-0.00454974174499512,0.00002070014994615
0.90613472461700439,0.90605592727661133,0.00007879734039307,0.00000000620902085
0.23913952708244324,0.22253069281578064,0.01660883426666260,0.00027585337569747
0.22461840510368347,0.18813534080982208,0.03648306429386139,0.00133101398027002
0.73360991477966309,0.70403409004211426,0.02957582473754883,0.00087472940890621
0.87313413619995117,0.91334623098373413,-0.04021209478378296,0.00161701256689994
0.41406604647636414,0.42360675334930420,-0.00954070687294006,0.00009102508763537
0.65136444568634033,0.62091398239135742,0.03045046329498291,0.00092723071487910
0.60468161106109619,0.68090933561325073,-0.07622772455215454,0.00581066599039914
