result,target,diff,SE
0.14374251663684845,0.14667084813117981,-0.00292833149433136,0.00000857512534069
0.37820023298263550,0.36946451663970947,0.00873571634292603,0.00007631274002406
0.94036394357681274,0.90605592727661133,0.03430801630020142,0.00117703998245489
0.23535969853401184,0.22253069281578064,0.01282900571823120,0.00016458338771841
0.20722757279872894,0.18813534080982208,0.01909223198890686,0.00036451332231824
0.71082490682601929,0.70403409004211426,0.00679081678390503,0.00004611519259257
0.91900128126144409,0.91334623098373413,0.00565505027770996,0.00003197959364343
0.42722767591476440,0.42360675334930420,0.00362092256546021,0.00001311108022506
0.61632835865020752,0.62091398239135742,-0.00458562374114990,0.00002102794509540
0.67516916990280151,0.68090933561325073,-0.00574016571044922,0.00003294950238342
0.10835225880146027,0.10428767651319504,0.00406458228826523,0.00001652082917808
0.35604405403137207,0.36085340380668640,-0.00480934977531433,0.00002312984526132
0.86020213365554810,0.87298154830932617,-0.01277941465377808,0.00016331343889320
0.94964617490768433,0.95721942186355591,-0.00757324695587158,0.00005735406945462
0.84910160303115845,0.85393768548965454,-0.00483608245849609,0.00002338769354537
0.48338723182678223,0.48540225625038147,-0.00201502442359924,0.00000406032342770
0.16005156934261322,0.16303472220897675,-0.00298315286636353,0.00000889920102409
0.09948253631591797,0.10884712636470795,-0.00936459004878998,0.00008769554678190
0.19193755090236664,0.18075582385063171,0.01118172705173492,0.00012503101985950
0.02954012900590897,0.02790146507322788,0.00163866393268108,0.00000268521948427
0.29645931720733643,0.30718404054641724,-0.01072472333908081,0.00011501969069982
0.17132718861103058,0.17992092669010162,-0.00859373807907104,0.00007385233417168
0.31818768382072449,0.32495483756065369,-0.00676715373992920,0.00004579436973984
0.00886122882366180,0.00514535931870341,0.00371586950495839,0.00001380768617788
0.21102546155452728,0.19817802309989929,0.01284743845462799,0.00016505667484545
0.56017541885375977,0.55931562185287476,0.00085979700088501,0.00000073925088273
0.38213723897933960,0.38319888710975647,-0.00106164813041687,0.00000112709675282
0.97841715812683105,0.96853333711624146,0.00988382101058960,0.00009768991776937
0.16323444247245789,0.16622492671012878,-0.00299048423767090,0.00000894299597576
0.39931774139404297,0.40715438127517700,-0.00783663988113403,0.00006141292462658
0.27568775415420532,0.25617069005966187,0.01951706409454346,0.00038091579087052
0.33445596694946289,0.33335572481155396,0.00110024213790894,0.00000121053276203
0.90806800127029419,0.87950491905212402,0.02856308221817017,0.00081584966580195
0.91594809293746948,0.90199828147888184,0.01394981145858765,0.00019459723973014
0.45662629604339600,0.43190875649452209,0.02471753954887390,0.00061095676135015
0.41192322969436646,0.41926926374435425,-0.00734603404998779,0.00005396421626358
0.71569436788558960,0.67597669363021851,0.03971767425537109,0.00157749364825577
0.99201273918151855,0.96884322166442871,0.02316951751708984,0.00053682654197473
0.74786084890365601,0.78822708129882812,-0.04036623239517212,0.00162943271778104
0.40512704849243164,0.42829546332359314,-0.02316841483116150,0.00053677544578878
0.33588427305221558,0.33004942536354065,0.00583484768867493,0.00003404544755004
0.06665407121181488,0.06077829003334045,0.00587578117847443,0.00003452480445731
0.07273721694946289,0.05400193855166435,0.01873527839779854,0.00035101065664302
0.07408456504344940,0.07389749586582184,0.00018706917762756,0.00000003499487722
0.90684151649475098,0.88547873497009277,0.02136278152465820,0.00045636843447028
0.55659103393554688,0.55864107608795166,-0.00205004215240479,0.00000420267282664
0.83375906944274902,0.82790249586105347,0.00585657358169556,0.00003429945411781
0.91516685485839844,0.90641748905181885,0.00874936580657959,0.00007655140201734
0.90157312154769897,0.92159122228622437,-0.02001810073852539,0.00040072435717775
0.47002953290939331,0.45388132333755493,0.01614820957183838,0.00026076467237601
0.34107041358947754,0.33961349725723267,0.00145691633224487,0.00000212260519916
0.67657226324081421,0.66726899147033691,0.00930327177047729,0.00008655086563536
0.26892632246017456,0.27254912257194519,-0.00362280011177063,0.00001312468064985
0.35530596971511841,0.32204163074493408,0.03326433897018433,0.00110651624712332
0.27238029241561890,0.25833010673522949,0.01405018568038940,0.00019740771765342
0.53983783721923828,0.56526941061019897,-0.02543157339096069,0.00064676492513982
0.59456294775009155,0.59451395273208618,0.00004899501800537,0.00000000240051179
0.03413477540016174,0.03752225637435913,-0.00338748097419739,0.00001147502735055
0.14404837787151337,0.16356796026229858,-0.01951958239078522,0.00038101409671065
0.72571259737014771,0.69935339689254761,0.02635920047760010,0.00069480744981831
0.37086057662963867,0.37248435616493225,-0.00162377953529358,0.00000263665997924
0.82647776603698730,0.81080114841461182,0.01567661762237549,0.00024575634007817
0.81002092361450195,0.81504553556442261,-0.00502461194992065,0.00002524672524729
0.69361984729766846,0.70343488454818726,-0.00981503725051880,0.00009633495622907
0.49879252910614014,0.48217049241065979,0.01662203669548035,0.00027629210390590
0.46121406555175781,0.47384774684906006,-0.01263368129730225,0.00015960990312180
0.67783147096633911,0.69147837162017822,-0.01364690065383911,0.00018623789745575
0.83507007360458374,0.86245167255401611,-0.02738159894943237,0.00074975196102756
0.30675095319747925,0.29397726058959961,0.01277369260787964,0.00016316722284060
0.29005610942840576,0.31413403153419495,-0.02407792210578918,0.00057974633293245
0.62262320518493652,0.65177655220031738,-0.02915334701538086,0.00084991764219922
0.77534151077270508,0.78293514251708984,-0.00759363174438477,0.00005766324306933
0.97044831514358521,0.96245604753494263,0.00799226760864258,0.00006387634152816
0.82241398096084595,0.82316243648529053,-0.00074845552444458,0.00000056018567207
0.95497721433639526,0.95339149236679077,0.00158572196960449,0.00000251451416489
0.05494228750467300,0.03650085255503654,0.01844143494963646,0.00034008652300167
0.59571415185928345,0.59149736166000366,0.00421679019927979,0.00001778131958474
0.41845560073852539,0.44110938906669617,-0.02265378832817078,0.00051319412561757
0.97774523496627808,0.99249148368835449,-0.01474624872207642,0.00021745185137334
0.69119751453399658,0.68720227479934692,0.00399523973464966,0.00001596194053732
0.69823646545410156,0.68412327766418457,0.01411318778991699,0.00019918206959346
0.71473795175552368,0.74544453620910645,-0.03070658445358276,0.00094289432880501
0.95963996648788452,0.90453565120697021,0.05510431528091431,0.00303648556257841
0.36030930280685425,0.38139787316322327,-0.02108857035636902,0.00044472779967553
0.54287606477737427,0.54389286041259766,-0.00101679563522339,0.00000103387336381
0.90213769674301147,0.90433269739151001,-0.00219500064849854,0.00000481802784691
0.26408472657203674,0.29232069849967957,-0.02823597192764282,0.00079727011069863
0.22204978764057159,0.20019027590751648,0.02185951173305511,0.00047783825320757
0.38146036863327026,0.37955570220947266,0.00190466642379761,0.00000362775418594
0.51733821630477905,0.55361312627792358,-0.03627490997314453,0.00131586909355974
0.71785432100296021,0.72006994485855103,-0.00221562385559082,0.00000490898906946
0.19611659646034241,0.19897322356700897,-0.00285662710666656,0.00000816031842654
0.73726648092269897,0.73427933454513550,0.00298714637756348,0.00000892304348099
0.45303905010223389,0.43776944279670715,0.01526960730552673,0.00023316090726500
0.07898322492837906,0.06877394765615463,0.01020927727222443,0.00010422934242116
0.95257186889648438,0.95368611812591553,-0.00111424922943115,0.00000124155134529
0.44684684276580811,0.47460702061653137,-0.02776017785072327,0.00077062747430379
0.92991536855697632,0.93883544206619263,-0.00892007350921631,0.00007956771140982
0.42339730262756348,0.38141366839408875,0.04198363423347473,0.00176262554345019
0.57468944787979126,0.59055846929550171,-0.01586902141571045,0.00025182584069228
